City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
346,Makat,KZ,47.6469,53.3463,88.07,24,5,18.75,clear sky
347,Helong,CN,42.5397,128.9972,66.88,93,100,3.53,overcast clouds
348,Sechura,PE,-5.5569,-80.8222,64.31,78,13,12.82,few clouds
349,Matane,CA,48.8286,-67.522,63.41,71,91,10.58,overcast clouds
350,Jiazi,CN,22.8779,116.067,86.02,77,100,16.15,overcast clouds
351,Tahta,EG,26.7693,31.5021,80.42,31,5,7.38,clear sky
352,Maraba,BR,-5.3686,-49.1178,73.58,83,0,1.14,clear sky
353,Acarau,BR,-2.8856,-40.12,78.66,79,10,16.31,clear sky
354,Baker City,US,44.7749,-117.8344,88.2,34,0,19.57,clear sky
355,Muscat,OM,23.6139,58.5922,86.02,66,100,11.43,light rain
356,Serebryanyy Bor,RU,56.8,124.8,73.83,73,35,3.69,moderate rain
357,Yar-Sale,RU,66.8333,70.8333,63.37,56,92,9.37,overcast clouds
358,Labuan,MY,5.2767,115.2417,82.76,83,20,1.14,few clouds
359,Mangan,IN,27.5167,88.5333,78.06,91,98,0.81,overcast clouds
360,Ancud,CL,-41.8697,-73.8203,41.23,74,8,6.24,clear sky
361,Madridejos,ES,39.4682,-3.532,73.26,34,0,9.95,clear sky
362,Mount Gambier,AU,-37.8333,140.7667,50.61,64,83,9.51,broken clouds
363,Shirokiy,RU,49.758,129.523,72.72,74,100,5.3,overcast clouds
364,Marsabit,KE,2.3284,37.9899,58.53,79,36,20.67,scattered clouds
365,Naraina,IN,26.7833,75.2,86.94,61,80,5.41,broken clouds
366,Coquimbo,CL,-29.9533,-71.3436,51.53,81,0,6.91,clear sky
367,Pinyug,RU,60.251,47.7842,58.91,83,100,1.5,overcast clouds
368,Leh,IN,34.1667,77.5833,62.98,45,25,2.71,scattered clouds
369,Rohru,IN,31.2167,77.75,71.01,85,56,1.16,broken clouds
370,Matagami,CA,49.7502,-77.6328,75.31,57,0,5.75,clear sky
371,Corinto,GR,37.9407,22.9573,76.89,55,0,2.8,clear sky
372,Guanay,BO,-15.4975,-67.8797,67.8,99,100,0.85,overcast clouds
373,La Ronge,CA,55.1001,-105.2842,79.05,31,75,8.05,broken clouds
374,Imeni Poliny Osipenko,RU,52.4201,136.4853,65.5,74,100,6.49,overcast clouds
375,Touros,BR,-5.1989,-35.4608,75.65,78,28,14.16,scattered clouds
376,Trogir,HR,43.5125,16.2517,78.85,38,0,3.44,clear sky
377,Zhanakorgan,KZ,43.9098,67.2495,85.23,31,0,14.52,clear sky
378,Saint George,US,37.1041,-113.5841,87.75,36,98,7.05,overcast clouds
379,Hirara,JP,24.8,125.2833,89.46,74,75,23.02,broken clouds
380,Shirvan,AZ,39.9509,48.8994,76.68,67,0,4.23,clear sky
381,Apatou,GF,5.155,-54.3472,74.16,97,97,2.66,overcast clouds
382,Traiguen,CL,-38.25,-72.6833,41.77,86,100,1.41,overcast clouds
383,Wrexham,GB,53.0,-3.0,69.04,79,94,5.46,overcast clouds
384,Strelna,RU,59.8483,30.0261,53.08,82,0,0.0,clear sky
385,Clyde River,CA,70.4692,-68.5914,32.23,100,100,13.8,fog
386,Tatarskaya Kargala,RU,51.9495,55.1731,69.82,81,2,3.8,clear sky
387,Den Helder,NL,52.9599,4.7593,64.38,85,74,5.99,broken clouds
388,Haines Junction,CA,60.7522,-137.5108,62.55,48,100,9.22,overcast clouds
389,Ilebo,CD,-4.3167,20.5833,75.63,65,100,0.22,overcast clouds
390,Jinchang,CN,38.4953,102.1739,75.74,34,100,12.06,overcast clouds
391,Kaeo,NZ,-35.1,173.7833,58.1,78,100,9.48,overcast clouds
392,Belle Fourche,US,44.6714,-103.8522,97.32,21,3,9.19,clear sky
393,Balakhninskiy,RU,58.0106,114.2769,67.14,73,100,1.16,overcast clouds
394,Sawakin,SD,19.1059,37.3321,85.3,58,99,3.65,overcast clouds
395,Kahului,US,20.8947,-156.47,85.96,63,20,32.21,few clouds
396,Narkanda,IN,31.2548,77.4613,59.36,83,21,1.72,few clouds
397,Luwingu,ZM,-10.2621,29.9271,47.14,83,76,4.07,broken clouds
398,Pierre,US,44.3683,-100.351,91.85,45,0,6.91,clear sky
399,Chicama,PE,-7.8447,-79.1469,59.54,84,20,6.42,few clouds
400,Baracoa,CU,20.3467,-74.4958,80.02,89,22,6.17,few clouds
401,Cockburn Town,TC,21.4612,-71.1419,82.36,74,40,11.5,scattered clouds
402,Port Hueneme,US,34.1478,-119.1951,93.51,70,20,9.22,few clouds
403,Tres Arroyos,AR,-38.3739,-60.2798,51.15,35,100,15.19,overcast clouds
404,Fairmont,US,39.4851,-80.1426,74.32,95,100,1.99,light rain
405,Tomatlan,MX,19.9333,-105.25,76.24,94,100,2.04,overcast clouds
406,Wasilla,US,61.5814,-149.4394,57.52,91,100,5.75,light rain
407,Harper,LR,4.375,-7.7169,74.55,82,56,10.94,broken clouds
408,Basoko,CD,1.2391,23.616,71.92,94,100,2.35,light rain
409,Vrangel,RU,42.7297,133.0839,66.2,79,98,12.48,overcast clouds
410,Biak,ID,-0.9131,122.8766,72.97,92,100,3.4,moderate rain
411,Ornskoldsvik,SE,63.2909,18.7153,52.75,87,40,10.36,scattered clouds
412,Zabid,YE,14.1951,43.3152,84.87,57,98,7.36,overcast clouds
413,San Pedro De Macoris,DO,18.4616,-69.2972,81.21,81,6,10.04,clear sky
414,Pangnirtung,CA,66.1451,-65.7125,49.73,72,45,1.81,scattered clouds
415,Kalengwa,ZM,-13.4659,25.0027,44.73,67,4,5.14,clear sky
416,Tacoronte,ES,28.4769,-16.4102,69.13,87,100,17.27,overcast clouds
417,Okhotsk,RU,59.3833,143.3,62.69,80,97,7.47,overcast clouds
418,Tilichiki,RU,60.4667,166.1,62.76,62,100,8.43,overcast clouds
419,Novyy Urengoy,RU,66.0833,76.6333,62.53,55,100,12.88,overcast clouds
420,Verkhnevilyuysk,RU,63.4453,120.3167,67.6,72,97,6.73,overcast clouds
421,Aripuana,BR,-9.1667,-60.6333,79.16,50,37,2.13,scattered clouds
422,Levokumka,RU,44.2317,43.15,70.05,82,40,8.99,scattered clouds
423,Srednekolymsk,RU,67.45,153.6833,62.22,36,13,12.82,few clouds
424,Pangody,RU,65.85,74.4859,64.09,53,98,13.4,overcast clouds
425,Bubaque,GW,11.2833,-15.8333,80.29,84,100,11.95,light rain
426,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,73.99,60,20,11.18,few clouds
427,Quatre Cocos,MU,-20.2078,57.7625,69.1,67,50,18.52,scattered clouds
428,Saint-Georges,GD,12.0564,-61.7485,82.08,74,20,20.71,few clouds
429,Kundiawa,PG,-6.0167,144.9667,76.32,60,79,4.83,broken clouds
430,Kiunga,PG,-6.1219,141.2906,82.92,72,100,3.06,overcast clouds
431,Ust-Karsk,RU,52.7011,118.8077,73.78,70,100,2.86,overcast clouds
432,Umm Lajj,SA,25.0213,37.2685,82.56,52,33,5.84,scattered clouds
433,Saint-Joseph,RE,-21.3667,55.6167,66.58,83,37,16.2,light rain
434,Namibe,AO,-15.1961,12.1522,65.3,76,5,4.12,clear sky
435,Abu Samrah,SY,35.3029,37.1841,73.2,63,0,6.85,clear sky
436,Savannah Bight,HN,16.45,-85.85,82.94,82,33,20.94,scattered clouds
437,Krasnoborsk,RU,61.5598,45.934,57.47,91,62,1.34,broken clouds
438,Misawa,JP,40.6836,141.3597,81.61,70,36,2.28,scattered clouds
439,Bocas Del Toro,PA,9.3333,-82.25,80.11,80,100,5.86,overcast clouds
440,Deputatskiy,RU,69.3,139.9,61.48,43,32,0.78,scattered clouds
441,Priseaca,RO,44.5167,24.45,58.68,45,45,7.18,scattered clouds
442,Paka,MY,4.6374,103.4368,82.33,94,20,0.0,few clouds
443,Codajas,BR,-3.8367,-62.0569,79.03,72,84,1.81,broken clouds
444,Conde,BR,-7.2597,-34.9075,71.06,94,20,2.3,few clouds
445,Nizhniy Odes,RU,63.6445,54.856,65.16,73,3,0.81,clear sky
446,Djibo,BF,14.1022,-1.6306,80.8,64,79,9.53,broken clouds
447,Kuching,MY,1.55,110.3333,79.02,89,20,3.44,few clouds
448,Derzhavinsk,KZ,51.1,66.3167,71.53,70,76,8.19,broken clouds
449,Koutiala,ML,12.3917,-5.4642,77.76,77,100,4.92,light rain
450,Neiafu,TO,-18.65,-173.9833,81.28,69,40,8.05,scattered clouds
451,Barcelos,PT,41.5388,-8.6151,68.92,86,73,1.81,broken clouds
452,Mayskiy,RU,47.6931,40.1025,67.41,62,41,10.65,scattered clouds
453,Vikulovo,RU,56.8167,70.6107,62.01,76,77,5.19,broken clouds
454,North Bend,US,43.4065,-124.2243,66.92,83,0,19.57,clear sky
455,Puerto Carreno,CO,6.189,-67.4859,75.94,94,100,2.46,overcast clouds
456,Boisoara,RO,45.4333,24.3833,51.67,65,17,6.6,few clouds
457,Duluth,US,46.7833,-92.1066,81.18,83,0,8.05,clear sky
458,Botou,CN,38.0667,116.5667,90.61,46,2,6.64,clear sky
459,Norrtalje,SE,59.758,18.705,59.85,75,87,4.85,overcast clouds
460,Natal,BR,-5.795,-35.2094,73.62,94,0,5.75,clear sky
461,Marrakesh,MA,31.6315,-8.0083,77.07,61,12,5.75,few clouds
462,Arona,ES,28.0996,-16.681,71.91,63,0,4.61,clear sky
463,Xapuri,BR,-10.6517,-68.5044,72.84,99,100,4.81,overcast clouds
464,Siocon,PH,7.7061,122.1353,79.38,83,100,4.03,overcast clouds
465,Ndele,CF,8.4109,20.6473,68.16,99,100,2.8,light rain
466,Amahai,ID,-3.3333,128.9167,78.35,90,99,8.72,overcast clouds
467,Fairbanks,US,64.8378,-147.7164,67.96,67,75,10.36,light rain
468,Martapura,ID,-3.4167,114.85,80.69,78,0,4.61,light rain
469,Isangel,VU,-19.55,169.2667,80.71,78,75,2.3,broken clouds
470,Dire,ML,12.2833,-10.9667,71.78,97,100,4.32,moderate rain
471,Kieta,PG,-6.2167,155.6333,86.09,59,9,7.27,clear sky
472,Asyut,EG,27.181,31.1837,78.98,38,4,7.38,clear sky
473,Orotukan,RU,62.2667,151.7,55.69,87,100,1.77,overcast clouds
474,Kapuskasing,CA,49.4169,-82.4331,77.09,78,20,3.44,haze
475,Kitimat,CA,54.0524,-128.6534,66.58,47,98,1.99,overcast clouds
476,Oxford,GB,51.7522,-1.256,64.78,59,20,2.3,few clouds
477,Jalu,LY,29.0331,21.5482,78.06,38,0,10.58,clear sky
478,Mwinilunga,ZM,-11.7358,24.4293,50.02,60,5,6.38,clear sky
479,Tessalit,ML,20.1986,1.0114,90.27,35,100,7.72,overcast clouds
480,Alice Springs,AU,-23.7,133.8833,67.55,13,7,10.36,clear sky
481,Fiumicino,IT,41.7675,12.2291,79.63,78,0,5.21,clear sky
482,Juegang,CN,32.3174,121.1855,86.92,91,100,10.18,overcast clouds
483,Vilyuysk,RU,63.7553,121.6247,71.04,79,91,6.69,overcast clouds
484,Tisul,RU,55.7611,88.3122,51.75,96,100,15.28,light rain
485,Lazaro Cardenas,MX,17.9583,-102.2,81.3,78,84,3.58,broken clouds
486,Taoudenni,ML,22.6783,-3.9836,97.21,7,53,7.43,broken clouds
487,Zacualpan,MX,21.25,-105.1667,80.53,84,93,4.34,overcast clouds
488,Snezhnogorsk,RU,69.1933,33.2531,51.58,83,58,3.47,broken clouds
489,Santa Fe,AR,-31.6333,-60.7,48.0,77,2,5.99,light rain
490,Ankazoabo,MG,-22.2833,44.5167,55.49,80,0,5.84,clear sky
491,Togur,RU,58.3631,82.8265,56.32,86,100,9.86,overcast clouds
492,Fare,PF,-16.7,-151.0167,77.0,69,24,14.25,few clouds
493,Skjervoy,NO,70.0311,20.9714,48.2,87,100,7.49,overcast clouds
494,Nouadhibou,MR,20.931,-17.0347,71.58,83,95,24.16,sand
495,Bonavista,CA,48.6499,-53.1147,59.09,87,100,15.05,overcast clouds
496,Mingaora,PK,34.7758,72.3625,80.38,69,0,1.32,clear sky
497,Brigantine,US,39.4101,-74.3646,78.04,88,100,9.42,overcast clouds
498,Debre Sina,ET,9.85,39.7667,56.08,68,68,4.16,broken clouds
499,Manaus,BR,-3.1019,-60.025,84.7,89,0,6.91,clear sky
500,Egvekinot,RU,66.3167,-179.1667,40.53,39,100,32.75,overcast clouds
501,Kalabo,ZM,-14.97,22.6814,47.03,63,0,6.2,clear sky
502,Uusikaupunki,FI,60.8004,21.4084,59.13,69,100,6.42,overcast clouds
503,Ampanihy,MG,-24.7,44.75,59.47,81,0,7.54,clear sky
504,Qaqortoq,GL,60.7167,-46.0333,42.53,90,57,2.57,broken clouds
505,Bol,TD,13.4586,14.7147,77.04,81,99,14.9,overcast clouds
506,Lumeje,AO,-11.55,20.7833,53.78,47,51,7.14,broken clouds
507,Itoman,JP,26.1247,127.6694,86.77,87,75,14.97,broken clouds
508,Vardo,NO,70.3705,31.1107,51.78,100,100,4.61,overcast clouds
509,Kainantu,PG,-6.2887,145.8655,74.07,60,99,4.94,overcast clouds
510,Bejar,ES,40.3864,-5.7634,72.01,22,0,4.36,clear sky
511,Yertarskiy,RU,56.7902,64.2995,62.15,92,5,2.64,clear sky
512,Sorong,ID,-0.8833,131.25,81.77,74,84,6.35,broken clouds
513,Masallatah,LY,32.6167,14.0,71.65,78,0,5.3,clear sky
514,Nador,MA,35.174,-2.9287,77.25,78,0,1.14,clear sky
515,Porto Walter,BR,-8.2686,-72.7439,71.51,98,85,0.72,overcast clouds
516,Siirt,TR,37.9326,41.9403,77.56,22,0,4.32,clear sky
517,Xicotencatl,MX,23.0167,-98.8833,87.48,61,2,13.71,clear sky
518,Caravelas,BR,-17.7125,-39.2481,70.11,88,5,5.17,clear sky
519,Zelenogorskiy,RU,55.0333,87.0,51.73,93,100,5.7,overcast clouds
520,Princeton,US,25.5384,-80.4089,85.01,86,20,4.61,few clouds
521,Jaen,ES,38.0,-3.5,75.94,34,0,2.59,clear sky
522,Opelousas,US,30.5335,-92.0815,84.09,78,0,4.61,clear sky
523,Hoquiam,US,46.9809,-123.8893,68.36,70,0,13.8,clear sky
524,Henties Bay,NA,-22.116,14.2845,65.26,49,1,3.87,clear sky
525,Sorada,IN,19.75,84.4333,78.78,90,83,2.3,broken clouds
526,Wajir,KE,1.7471,40.0573,70.61,72,90,13.11,overcast clouds
527,Olinda,BR,-8.0089,-34.8553,76.73,73,20,11.5,few clouds
528,Rincon,US,32.296,-81.2354,80.85,78,75,5.75,broken clouds
529,Baculin,PH,7.4525,126.5842,80.22,83,100,1.99,overcast clouds
530,Sham Churasi,IN,31.4997,75.7494,88.57,53,5,2.59,clear sky
531,Oum Hadjer,TD,13.2954,19.6966,76.96,79,100,10.47,overcast clouds
532,Beringovskiy,RU,63.05,179.3167,49.73,42,2,17.18,clear sky
533,Ajdabiya,LY,30.7554,20.2263,76.73,64,0,10.02,clear sky
534,Aleksandrov Gay,RU,50.147,48.5704,71.53,65,13,9.01,few clouds
535,Wuwei,CN,37.9281,102.6414,74.77,38,99,4.85,overcast clouds
536,Necochea,AR,-38.5473,-58.7368,53.13,38,100,20.45,overcast clouds
537,Batemans Bay,AU,-35.7167,150.1833,55.09,35,1,5.7,clear sky
538,Bilma,NE,18.6853,12.9164,86.56,44,6,8.39,clear sky
539,Severo-Yeniseyskiy,RU,60.3725,93.0408,56.05,89,100,10.56,light rain
540,Labuhan,ID,-6.8844,112.2051,80.22,77,59,8.55,broken clouds
541,Nanae,JP,41.8833,140.6833,70.03,94,75,5.75,broken clouds
542,Hobyo,SO,5.3505,48.5268,75.49,81,72,25.01,broken clouds
543,Fukue,JP,32.6881,128.8419,80.96,100,75,16.11,light rain
544,Sherlovaya Gora,RU,50.5667,116.25,68.95,68,100,7.4,overcast clouds
545,Dali,CN,25.7,100.1833,72.52,72,100,4.52,light rain
546,Erenhot,CN,43.6475,111.9767,75.74,26,0,4.81,clear sky
547,Sitka,US,57.0531,-135.33,57.09,88,100,4.61,mist
548,Kyra,RU,49.5776,111.9753,71.83,47,2,2.75,clear sky
549,Asau,RO,46.4333,26.4,54.52,74,20,4.07,few clouds
550,Bathsheba,BB,13.2167,-59.5167,81.21,87,20,20.71,few clouds
551,Tolaga Bay,NZ,-38.3667,178.3,59.54,57,80,4.74,broken clouds
552,Honningsvag,NO,70.9821,25.9704,51.55,87,100,9.22,light rain
553,Kalikapur,IN,22.6167,86.2833,80.49,80,35,6.8,scattered clouds
554,Kolyvan,RU,55.3053,82.7391,56.82,70,8,8.23,clear sky
555,Eydhafushi,MV,5.1033,73.0708,81.16,79,100,18.21,heavy intensity rain
556,Diplahan,PH,7.7167,123.0167,75.02,91,100,0.69,overcast clouds
557,Wajima,JP,37.4,136.9,81.28,78,75,12.66,broken clouds
558,Fernandez,AR,-27.9204,-63.8935,51.76,39,0,11.81,clear sky
559,Ust-Nera,RU,64.5667,143.2,75.18,55,64,2.59,broken clouds
560,Teguise,ES,29.0605,-13.564,66.42,83,0,11.5,clear sky
561,Tabou,CI,4.423,-7.3528,74.41,83,77,10.6,broken clouds
562,Mingshui,CN,36.7167,117.5,88.14,58,61,2.13,broken clouds
563,Arrifes,PT,37.7667,-25.7,72.23,88,75,4.61,broken clouds
564,San Diego,US,32.7153,-117.1573,88.3,77,40,7.0,scattered clouds
565,Excelsior Springs,US,39.3392,-94.2261,84.07,76,0,0.0,clear sky
566,Kismayo,SO,-0.3582,42.5454,75.61,80,43,18.48,scattered clouds
567,Gazli,UZ,40.1333,63.45,87.48,18,0,17.6,clear sky
568,Bago,MM,17.3367,96.4797,82.35,80,77,1.52,broken clouds
569,Berlevag,NO,70.8578,29.0864,51.8,93,100,3.44,overcast clouds
570,Babu,CN,24.4167,111.5167,85.51,79,100,4.21,overcast clouds
571,Vangaindrano,MG,-23.35,47.6,64.99,87,21,5.06,light rain
572,Jasper,US,37.2001,-94.3502,90.23,64,1,5.01,clear sky
573,Kedrovyy,RU,56.1667,91.8167,57.61,96,100,10.29,overcast clouds
574,Nogales,MX,31.3086,-110.9422,89.17,37,0,8.05,clear sky
575,Simbahan,PH,6.3032,120.5836,80.94,78,100,4.97,moderate rain
576,Tabuk,PH,17.4189,121.4443,84.27,75,47,3.6,moderate rain
577,Nakhon Thai,TH,17.1006,100.8374,84.38,74,77,3.69,broken clouds
578,Adrar,MR,20.5022,-10.0711,92.89,22,25,8.88,scattered clouds
579,Nichinan,JP,31.6,131.3667,80.28,68,99,8.59,overcast clouds
580,Hoima,UG,1.4356,31.3436,66.24,71,61,1.92,broken clouds
581,Svetlogorsk,BY,52.6333,29.7333,49.14,96,55,6.49,broken clouds
582,Mayo,US,38.8876,-76.5119,81.99,88,0,5.75,clear sky
583,Kenai,US,60.5544,-151.2583,60.89,90,40,21.85,light rain
584,Snasa,NO,64.2457,12.3778,49.69,98,100,5.3,overcast clouds
585,Taltal,CL,-25.4,-70.4833,59.0,68,0,2.84,clear sky
586,Maues,BR,-3.3836,-57.7186,78.71,67,61,2.86,broken clouds
587,Sarai Naurang,PK,32.8259,70.7814,88.75,53,11,5.37,few clouds
588,Baoqing,CN,46.3317,132.2111,72.57,83,98,6.69,overcast clouds
589,Havelock,US,34.8791,-76.9013,82.35,87,0,5.75,clear sky
590,Isla Mujeres,MX,21.2311,-86.731,84.16,77,0,11.3,clear sky
591,Taitung,TW,22.7583,121.1444,89.87,70,75,5.75,broken clouds
592,Kattivakkam,IN,13.2167,80.3167,82.49,87,100,12.71,moderate rain
593,San Jose,US,37.3394,-121.895,86.11,45,0,12.66,clear sky
594,Mongoumba,CF,3.6415,18.5936,69.94,98,100,4.9,light rain
595,Ginda,IN,30.6945,78.4932,72.34,81,12,0.89,few clouds
596,Amalapuram,IN,16.5833,82.0167,77.43,91,100,4.99,moderate rain
597,Maragogi,BR,-9.0122,-35.2225,73.83,82,6,8.23,clear sky
598,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.65,86,81,18.72,broken clouds
599,Guerrero Negro,MX,27.9769,-114.0611,70.65,72,0,13.71,clear sky
600,Madang,PG,-5.2246,145.7966,87.89,63,62,4.34,broken clouds
601,Grand Gaube,MU,-20.0064,57.6608,68.4,70,64,7.0,broken clouds
602,Pacific Grove,US,36.6177,-121.9166,72.25,83,20,11.5,few clouds
603,Wanning,CN,18.8003,110.3967,87.28,74,100,10.4,overcast clouds
604,Walvis Bay,NA,-22.9575,14.5053,67.24,35,42,7.94,scattered clouds
605,Anloga,GH,5.7947,0.8973,74.79,87,74,11.1,broken clouds
606,Kandrian,PG,-6.2167,149.55,85.6,67,34,9.26,scattered clouds
607,Aromashevo,RU,56.8602,68.6375,63.23,70,2,3.49,clear sky
608,Kushiro,JP,42.975,144.3747,74.35,94,75,3.44,fog
609,Blagoyevo,RU,63.3667,47.9167,60.22,69,52,3.38,broken clouds
610,Fallon,US,39.4735,-118.7774,97.45,13,75,12.66,broken clouds
611,Gushikawa,JP,26.3544,127.8686,86.0,80,75,16.11,broken clouds
612,San Juan,AR,-31.5375,-68.5364,49.8,25,0,3.65,clear sky
613,Sabya,SA,17.1495,42.6254,83.82,61,89,5.26,overcast clouds
614,Chaohu,CN,31.6,117.8667,84.0,72,73,9.84,broken clouds
615,Tautira,PF,-17.7333,-149.15,75.63,69,66,11.72,broken clouds
616,Port Macquarie,AU,-31.4333,152.9167,68.9,41,1,7.47,clear sky
617,Sao Francisco,BR,-15.9486,-44.8644,68.13,39,14,4.14,few clouds
618,Marabba,SD,12.35,32.1833,81.18,64,95,7.65,overcast clouds
619,Kushima,JP,31.4583,131.2333,81.23,66,99,5.99,light rain
620,Nyurba,RU,63.2842,118.3319,64.81,70,100,4.9,overcast clouds
621,Poum,NC,-20.2333,164.0167,76.39,72,98,14.03,overcast clouds
622,Hay River,CA,60.8156,-115.7999,80.58,29,100,17.27,overcast clouds
623,Colac,AU,-38.3333,143.5833,47.17,71,91,8.99,overcast clouds
624,Kamenka,RU,51.3223,42.7678,62.91,91,97,5.73,overcast clouds
625,Liverpool,GB,53.4106,-2.9779,69.82,68,99,3.44,overcast clouds
626,Kang,BW,-23.6752,22.7876,47.98,67,2,7.83,clear sky
627,Dhidhdhoo,MV,6.8833,73.1,81.79,76,100,17.6,overcast clouds
628,Cleethorpes,GB,53.5605,-0.0323,70.12,47,100,10.36,overcast clouds
629,Wewak,PG,-3.5534,143.6268,85.68,67,78,2.84,broken clouds
630,Jorpeland,NO,59.0225,6.0408,60.1,98,100,7.58,overcast clouds
631,Kincardine,GB,56.0667,-3.7167,64.81,86,100,2.91,overcast clouds
632,Verkhniy Baskunchak,RU,48.2256,46.7217,75.72,46,0,11.68,clear sky
633,Synya,RU,65.3718,58.0387,63.28,80,88,2.8,overcast clouds
634,Kurchum,KZ,48.5722,83.6542,74.26,47,71,10.69,broken clouds
635,Ardakan,IR,32.31,54.0175,81.01,11,0,9.26,clear sky
636,Nurlat,RU,54.4277,50.8051,64.35,84,0,3.29,clear sky
637,Obidos,BR,-1.9175,-55.5181,77.97,69,89,4.38,overcast clouds
638,Chiang Mai,TH,18.75,99.0,86.9,66,20,2.3,few clouds
639,Ostrovskoye,RU,57.8057,42.2433,54.97,81,23,1.14,few clouds
640,Mayfield,US,36.7417,-88.6367,82.15,91,0,0.0,clear sky
641,Dulce Nombre De Culmi,HN,15.1,-85.5333,70.45,93,85,2.59,overcast clouds
642,Peniche,PT,39.3558,-9.3811,66.29,86,0,3.85,clear sky
643,Grand-Santi,GF,4.25,-54.3833,72.28,99,89,2.84,overcast clouds
644,Znamenskoye,RU,57.1281,73.8282,62.53,70,66,7.85,broken clouds
645,Hauterive,FR,46.0901,3.4459,65.16,53,22,3.31,few clouds
646,Fengrun,CN,39.8333,118.1167,85.77,49,35,8.12,scattered clouds
647,Orlik,RU,52.5178,99.825,66.63,48,97,2.44,overcast clouds
648,Rosario Oeste,BR,-14.8361,-56.4275,70.34,64,0,3.24,clear sky
649,Beyneu,KZ,45.3167,55.2,87.64,19,0,11.12,clear sky
650,Milverton,CA,43.5668,-80.9164,73.67,70,100,7.07,overcast clouds
651,Izumo,JP,35.3667,132.7667,82.35,69,75,3.44,moderate rain
652,Gornopravdinsk,RU,60.05,69.9,65.68,61,89,4.97,overcast clouds
653,Kununurra,AU,-15.7667,128.7333,78.78,31,52,3.44,broken clouds
654,Les Cayes,HT,18.2,-73.75,80.51,79,58,5.28,broken clouds
655,Pangkalanbuun,ID,-2.6833,111.6167,81.64,72,100,0.29,overcast clouds
656,Huilong,CN,31.8111,121.655,86.94,83,84,15.52,broken clouds
657,Sola,VU,-13.8833,167.55,80.37,80,27,19.71,scattered clouds
658,Dandong,CN,40.1292,124.3947,74.39,87,96,0.96,overcast clouds
659,Kawambwa,ZM,-9.7915,29.0791,52.59,67,10,6.93,clear sky
660,Gigmoto,PH,13.7796,124.39,86.25,68,100,6.46,overcast clouds
661,Shingu,JP,33.7333,135.9833,87.33,57,100,5.17,overcast clouds
662,Korzhevskiy,RU,45.1941,37.7195,68.49,86,0,7.02,clear sky
663,Polovinnoye,RU,54.7914,65.9864,65.77,85,64,4.81,broken clouds
664,Itarema,BR,-2.9248,-39.9167,78.3,79,9,14.52,clear sky
665,Santa Rosa,PH,14.3122,121.1114,86.11,81,81,2.55,light rain
666,Black River,JM,18.0264,-77.8487,80.74,74,10,5.03,clear sky
667,Penzance,GB,50.1186,-5.5371,65.08,73,98,15.01,overcast clouds
668,Sinop,TR,41.7711,34.8709,60.3,86,1,6.35,clear sky
669,Bulgan,MN,48.8125,103.5347,69.28,55,32,3.78,scattered clouds
670,Uruacu,BR,-14.5247,-49.1408,69.53,43,36,4.81,scattered clouds
671,Kapoeta,SS,4.7717,33.5903,77.95,48,75,14.67,broken clouds
672,Lichinga,MZ,-13.3128,35.2406,53.02,86,85,8.08,overcast clouds
673,Honghu,CN,29.8206,113.4621,87.33,72,69,0.72,broken clouds
674,Port Blair,IN,11.6667,92.75,82.44,83,75,2.3,mist
675,Vostok,RU,46.4856,135.8833,62.6,86,100,2.48,overcast clouds
676,Kindu,CD,-2.95,25.95,70.12,73,54,1.07,broken clouds
677,Port Lincoln,AU,-34.7333,135.8667,54.19,64,100,7.65,overcast clouds
678,Lydenburg,ZA,-25.0978,30.4597,42.4,81,0,2.68,clear sky
679,Yumen,CN,40.2833,97.2,76.15,30,100,21.61,overcast clouds
680,Wuchang,CN,44.9143,127.15,72.39,81,90,4.21,overcast clouds
681,Goderich,CA,43.7501,-81.7165,77.32,65,100,8.05,overcast clouds
682,West Richland,US,46.3043,-119.3614,88.05,27,0,8.01,clear sky
683,Ust-Koksa,RU,50.2696,85.6108,57.0,96,99,3.13,overcast clouds
684,Sinnamary,GF,5.3833,-52.95,77.88,83,38,7.61,scattered clouds
685,Ambulu,ID,-8.345,113.6058,80.1,74,75,5.5,broken clouds
686,Eston,CA,51.1501,-108.7514,82.92,51,27,15.41,scattered clouds
687,Jiexiu,CN,37.0244,111.9125,82.06,33,96,5.61,overcast clouds
688,Barra Patuca,HN,15.8,-84.2833,79.3,87,83,10.38,broken clouds
689,Svobodnyy,RU,51.4,128.1333,77.31,56,98,5.7,overcast clouds
690,Calabozo,VE,8.9242,-67.4293,79.25,78,100,4.92,overcast clouds
691,Labelle,US,26.7617,-81.4384,84.22,81,94,4.38,overcast clouds
692,Oriximina,BR,-1.7656,-55.8661,77.14,70,27,4.65,scattered clouds
693,Sharan,RU,54.8167,54.0,66.22,85,9,1.74,clear sky
694,Chardara,KZ,41.2547,67.9692,80.13,31,0,11.9,clear sky
695,Bethanien,NA,-26.502,17.1583,54.14,33,4,7.99,clear sky
696,Barra Do Garcas,BR,-15.89,-52.2567,72.0,40,0,3.15,clear sky
697,Ust-Kuyga,RU,70.0167,135.6,59.94,39,100,2.06,overcast clouds
