City_ID,City,Country,Max Temp,Weather description,Lat,Lng,Hotel Name
566,Kismayo,SO,75.61,scattered clouds,-0.3582,42.5454,Agan-Hotel
567,Gazli,UZ,87.48,clear sky,40.1333,63.45,UTG Uy-joy kommunal xoʻjaligi
568,Bago,MM,82.35,broken clouds,17.3367,96.4797,Jade Garden
570,Babu,CN,85.51,overcast clouds,24.4167,111.5167,IU Hotel Hezhou Bus Terminal
572,Jasper,US,90.23,clear sky,37.2001,-94.3502,Guest House Motel
574,Nogales,MX,89.17,clear sky,31.3086,-110.9422,Siesta Motel
576,Tabuk,PH,84.27,moderate rain,17.4189,121.4443,Golden Berries Hotel and Convention
577,Nakhon Thai,TH,84.38,broken clouds,17.1006,100.8374,อี๊ฟกะแอมป์รีสอร์ท EVEKAAMP Resort
579,Nichinan,JP,80.28,overcast clouds,31.6,131.3667,Guest House Aki
582,Mayo,US,81.99,clear sky,38.8876,-76.5119,Resorts Resource Group International
586,Maues,BR,78.71,broken clouds,-3.3836,-57.7186,Hotel Miramar
587,Sarai Naurang,PK,88.75,few clouds,32.8259,70.7814,Taj Mahal hotel
588,Baoqing,CN,72.57,overcast clouds,46.3317,132.2111,Baoqing Hotel
589,Havelock,US,82.35,clear sky,34.8791,-76.9013,Sherwood Motel
590,Isla Mujeres,MX,84.16,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
591,Taitung,TW,89.87,broken clouds,22.7583,121.1444,Taitung Bali Suites Hotel
592,Kattivakkam,IN,82.49,moderate rain,13.2167,80.3167,Euronova Freezer
593,San Jose,US,86.11,clear sky,37.3394,-121.895,The Westin San Jose
595,Ginda,IN,72.34,few clouds,30.6945,78.4932,Sunil Bisht
596,Amalapuram,IN,77.43,moderate rain,16.5833,82.0167,swayamprabha service apartments
597,Maragogi,BR,73.83,clear sky,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
598,Sao Joao Da Barra,BR,71.65,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
599,Guerrero Negro,MX,70.65,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
600,Madang,PG,87.89,broken clouds,-5.2246,145.7966,Comfort Inn Hotel
602,Pacific Grove,US,72.25,few clouds,36.6177,-121.9166,Lovers Point Inn
603,Wanning,CN,87.28,overcast clouds,18.8003,110.3967,Paradise Hotel
605,Anloga,GH,74.79,broken clouds,5.7947,0.8973,Pin Drop Hotel
606,Kandrian,PG,85.6,scattered clouds,-6.2167,149.55,Kandrian Station
608,Kushiro,JP,74.35,fog,42.975,144.3747,Toyoko Inn Kushiro Jujigai
611,Gushikawa,JP,86.0,broken clouds,26.3544,127.8686,Kirari Guest House
613,Sabya,SA,83.82,overcast clouds,17.1495,42.6254,Aseel Hotel Apartment
614,Chaohu,CN,84.0,broken clouds,31.6,117.8667,Shell Hefei Chaohu Railway Station Wanda Plaza Hotel
615,Tautira,PF,75.63,broken clouds,-17.7333,-149.15,Pension Oaoa
619,Kushima,JP,81.23,light rain,31.4583,131.2333,Hanaoka
622,Hay River,CA,80.58,overcast clouds,60.8156,-115.7999,Ptarmigan Inn
627,Dhidhdhoo,MV,81.79,overcast clouds,6.8833,73.1,Dhidhoo beach
628,Cleethorpes,GB,70.12,overcast clouds,53.5605,-0.0323,Comat Hotel
629,Wewak,PG,85.68,broken clouds,-3.5534,143.6268,In Wewak Boutique Hotel
632,Verkhniy Baskunchak,RU,75.72,clear sky,48.2256,46.7217,Kombat
